From	To
Q96G97	26580
P40394	131
Q9Y4C8	9904
Q9NXH9	55621
Q9H4A9	64174
P43489	7293
P23229	3655
Q9Y2Y0	23568
Q7Z5V6	220004
O75956	10263
P54278	5395
Q9UKB1	23291
B2RXH4	643376
O15499	2928
P0DPD8	110599583
P0DPD8	9718
Q8TB52	84085
P41221	7474
Q5TBA9	10129
Q9H0A9	84221
Q7Z3Z2	343035
P25116	2149
Q96RU2	57646
Q9BXW9	2177
P56381	514
Q03933	3298
Q8IVB4	285195
O75356	957
Q7RTV3	195828
Q9UHI8	9510
Q9UQ80	5036
Q8NAA4	89849
P31151	6278
P15259	5224
Q9NR96	54106
Q96HJ3	91057
Q86WC4	28962
A6NGG8	388939
P01730	920
Q9C0D7	85463
P78345	10557
O60806	9095
O43548	9333
Q8WVM8	23256
Q92785	5977
Q9BZQ6	80267
O75530	8726
P04733	4494
Q68DY1	199777
Q8NGJ2	390067
O94822	26046
Q8NFR7	130940
Q92619	23526
Q9Y4I5	9633
Q16880	7368
Q8NG66	79858
Q9Y3D5	51023
Q6UXD7	84179
P67812	23478
P00156	4519
Q8N7M2	284349
Q9BW72	192286
Q6P093	344752
Q92561	9796
Q8IWF6	201627
Q86VZ6	221895
P11177	5162
Q9BUN8	79139
Q6PJI9	79726
Q96KD3	84691
P22466	51083
Q9Y3C6	51645
P11597	1071
O95907	23539
Q9NYI0	23362
P16471	5618
P29375	5927
P35613	682
Q92831	8850
P47972	4885
O43345	7757
P53618	1315
Q16348	6565
D6R901	100287478
Q9UKJ1	29992
Q9Y320	51075
Q00403	2959
Q9UP38	8321
Q8N0Z3	152185
P55081	4236
Q96AQ7	63924
Q8NH85	219479
Q9NRX1	56902
Q5UCC4	284361
Q96SD1	64421
Q5S007	120892
Q96P64	119016
Q9UH03	55964
Q96H86	92595
O43586	9051
Q8IWW8	137872
Q8NDH3	79716
Q0VD83	55911
Q96NU0	728577
O75628	28954
P24534	1933
Q7RTU1	150921
Q9BXU2	56156
Q8TBF8	145773
P15813	912
Q9BQ69	28992
Q86VZ2	54554
Q8NDH2	643677
P49279	6556
Q8WV93	246269
Q5XKL5	284697
Q9NYQ8	2196
Q9H3Z7	140701
Q14982	4978
Q8NBA8	285605
Q9Y4P9	25876
Q9Y3E5	51651
P01568	3452
P06865	3073
Q66GS9	9662
O94892	9668
Q9NUK0	55796
Q3ZCM7	347688
Q9Y4F9	9750
Q9UH99	25777
Q9P1W9	11040
O95243	8930
Q9Y274	10402
P10809	3329
P22532	6703
Q9ULX9	23764
Q7L576	23191
Q9C0E2	64328
Q9Y303	51005
Q9NVH6	55217
O75970	8777
O00213	322
Q9C0C9	63893
P78381	7355
Q9BX74	83941
P27987	3707
Q8NGL3	219436
Q8IZJ4	266747
P54578	9097
O60422	390874
Q9NWN3	55030
P43364	4110
Q6PI26	55164
Q7Z4H9	84792
Q6E213	158835
Q96DU3	114836
Q8IUC1	337880
Q96IQ7	23584
Q30154	3127
Q86XN6	388561
O75871	1089
P05412	3725
P52797	1944
A0FGR9	83850
P78386	3891
O14763	8795
Q8IWX5	130367
P62633	7555
O43660	5356
Q86XI8	374920
O43541	4091
O00180	3775
Q6P461	142827
O95755	9609
O43680	6943
O15085	9826
Q9UPU7	23102
P16070	960
Q3SX64	284451
Q6IA17	59307
Q9Y3A6	50999
P20265	5454
Q96DA6	131118
P46721	6579
Q8IV36	283987
P55084	3032
Q96BI3	51107
Q8IY92	84464
Q9UKT4	26271
Q8NGB6	390538
P47804	5995
A2A2V5	400120
O00115	1777
Q9BVQ7	79029
Q8NH49	390113
P01911	3123
Q8N8Z8	126068
Q9P055	51528
B0I1T2	64005
B2RUZ4	388588
Q86SE8	10361
Q15269	5822
P17081	23433
Q9ULW6	4674
Q9Y267	9389
Q9Y6M1	10644
Q01851	5457
Q99942	6048
Q6NZY7	148170
Q9Y651	11166
Q7LDG7	10235
O14490	9229
Q9Y287	9445
Q92765	2487
O43818	9136
Q03169	7127
Q9UKN1	10071
A4FU69	374786
Q96EP1	55743
Q14134	23650
Q8N112	132228
P34947	2869
P09131	8273
Q00975	774
O75564	8629
Q9BVV6	9786
Q6NVV3	152519
Q9Y330	221527
Q14508	10406
Q8N5M9	84522
P51172	6339
Q0VGL1	389541
Q8IZP9	10149
Q86YB8	56605
Q96EK5	26128
P01286	2691
Q6GTX8	3903
Q6ZSY5	89801
Q96KS0	112398
Q8N815	124817
P28300	4015
Q86TW2	57143
Q14DG7	114795
Q9H672	140460
P43490	10135
Q8NH07	79334
Q969P6	116447
P14902	3620
Q9C0C6	85457
Q9P031	29080
P43007	6509
O75558	8676
Q6ZV29	375775
Q14833	2914
P49238	1524
O95639	10898
Q9NRW4	56940
Q15382	6009
Q96S19	84326
Q99674	10669
Q86WJ1	9557
Q9NXS2	54814
P35499	6329
Q9Y5U5	8784
Q9BY84	80824
Q8TDC0	91977
Q7Z7J9	55450
Q8TC21	169270
P50443	1836
Q8IYD1	23708
Q9Y4X3	10850
Q07890	6655
P60371	386674
P19878	4688
Q16600	8187
P27816	4134
P55822	6450
Q13606	10798
Q96F85	25927
O00458	3475
Q2TB10	168850
Q8TB24	79890
Q8N6M3	128486
Q9UFN0	25934
Q567V2	84769
Q7L804	22841
Q9Y5B0	9150
Q86SG5	338324
Q2M3R5	159371
Q8NA29	84879
Q9H583	55127
Q14525	3884
Q96A08	255626
Q9UM63	5325
Q13200	5708
Q13772	8031
Q8TEX9	79711
Q86VQ3	84203
Q8N8V2	388646
A6ND91	554235
Q01081	102724594
Q01081	7307
P20702	3687
Q8NFG4	201163
Q3SYG4	27241
Q9NVD7	55742
Q4J6C6	9581
P51648	224
Q8TE77	54961
Q16890	7164
P14598	653361
Q9Y520	23215
Q92621	23165
Q8WXX7	26053
Q9H207	144124
P07360	733
Q9ULC6	29943
Q9NQE7	10279
Q0VG99	145873
Q96KX0	131375
Q9UBH0	26525
Q3I5F7	641372
Q05655	5580
Q14139	9354
Q9GZY4	55744
Q7Z4V0	220929
Q96A58	85004
Q8N0W3	197258
Q16534	3131
Q9BZE4	23560
Q86TL0	84971
A2A3K4	138639
Q5VWW1	389941
P61769	567
O75955	10211
Q8N6M8	132141
Q96MM6	116835
P58012	668
O00590	1238
Q9BWV1	91653
Q15417	1266
Q9HA82	79603
Q14562	1659
Q8NGS5	138804
Q7Z3Z0	147183
Q06520	6822
Q6P179	64167
Q9Y259	1120
Q8WTQ4	123970
Q6ZWI9	442247
P56178	1749
Q16143	6620
Q6JBY9	92241
Q9HAI6	80231
Q96G28	112942
Q96EH5	116832
Q99250	6326
O43823	10270
P02511	1410
Q7L7V1	55760
Q9UNI6	11266
P52198	8153
Q96JJ3	63916
P27448	4140
Q9NW38	55120
Q15048	9684
B7ZAQ6	51463
B7ZAQ6	653519
Q96KV7	197335
P41240	1445
Q14318	23770
Q07866	3831
Q96MD2	144577
Q6UW01	643866
Q9NWD9	56271
P23276	3792
Q8IZ02	151827
Q8NHY5	135458
O15350	7161
P39019	6223
Q9HCJ6	57687
Q9BR61	84320
Q86YI8	148479
Q5TA78	199834
Q8N2S1	8425
S4R3N1	100529241
P08236	2990
O43820	8372
Q5VUB5	221061
Q13886	687
P15941	4582
P11021	3309
Q96L92	81609
Q8NDW8	199223
P23508	4163
Q9NYT6	7769
O14513	344148
Q8NGD1	390429
Q96FJ0	57559
Q9Y3S2	27309
Q2KHN1	146310
P62273	6235
Q96HE9	55771
Q12770	22937
P07197	4741
Q8TDP1	84153
Q9H1C0	57121
Q7Z7M8	374907
O77932	1797
Q5D1E8	80149
Q9H1C4	81622
Q8N6M6	84909
Q8TDV2	344561
P54725	5886
Q460N5	54625
O14593	8625
Q96AX9	142678
Q8NA47	160762
O95171	8796
P43251	686
Q96HM7	91523
P43629	3811
P49366	1725
Q6ZPD8	347516
P54829	84867
Q8IUK8	147381
Q6NZI2	284119
P04004	7448
P30038	8659
Q7Z7H5	222068
Q9NX36	54943
Q13442	11333
Q9UNN8	10544
Q5RHP9	127254
A6NC98	283234
P61018	53916
O14813	401
Q3B7I2	285888
Q14696	23184
P08620	2249
Q4LEZ3	441376
Q9BVL4	83642
Q16557	5671
Q53QW1	165100
P00995	6690
P14923	3728
Q96S95	94032
Q9H2Y9	81796
P17542	6886
Q9ULT8	25831
P52298	22916
O75446	8819
Q504T8	90007
Q8TCU4	7840
Q96N11	79034
Q9UNY5	7775
Q3KRB8	89839
A0A0B4J2F2	102724428
Q96N46	151613
P55010	1983
Q13459	4650
Q96BF6	138151
Q9NTW7	55734
Q6PIV7	284723
P46781	6203
Q12962	6881
Q8TCW7	131368
Q9HBW1	64101
Q659C4	55132
Q9H633	79897
Q63ZE4	387775
Q96PX1	114804
Q9NTG1	10343
Q9UBY8	2055
Q13304	2840
Q92530	9491
Q9NR81	50650
Q9P0V9	151011
Q96R47	135941
P37837	6888
P08727	3880
Q8IXW5	79871
P38570	3682
O60243	9394
Q9BYW1	66035
Q8WZ94	120066
Q8WZA0	84328
P32971	944
Q5SW24	168002
Q9Y2E8	23315
P23443	6198
Q6NXT2	440093
Q86SQ0	90102
Q9BQC6	78988
Q8TCE6	404636
O43491	2037
P78423	6376
Q9ULJ7	57182
Q05519	9295
Q8NFF5	80308
Q9H2K8	51347
Q96CW9	84628
O75093	6585
P08582	4241
P22105	7148
Q8TBC4	9039
Q00994	27018
P25686	3300
Q9UHL3	285596
Q9H5K3	84197
O60308	9731
P00374	1719
Q01973	4919
Q92851	843
Q9Y5L0	23534
O15514	5433
P16333	4690
Q49AA0	339559
Q96LB3	80173
P12272	5744
Q9Y5F1	56124
Q9BSF4	90580
Q6UY09	125931
Q99618	83461
P0C7X1	729877
Q8NBJ9	51092
Q9BQ15	79035
Q86XN8	399664
Q03393	5805
O14683	9537
A0PJX4	152573
O60936	8996
Q13796	357
Q9Y4C5	9435
P58180	124538
Q5VYS8	79670
Q9P246	57620
O94929	22885
Q9NYM4	10888
Q8NE86	90550
Q5JQC9	8852
Q9Y5I1	56138
O75807	23645
Q9H5J4	79071
Q0VGE8	125893
Q9NYT0	26499
Q12926	1993
D6RJB6	100287441
O75581	4040
Q8TF47	146198
Q8WXF0	135295
Q9GZM8	81565
O14753	5017
Q52LG2	337959
Q9UJ68	4482
P61224	5908
Q9NS37	58487
Q5TDH0	84301
Q8WUB2	29902
Q96J88	94240
P14314	5589
O15265	6314
Q68DI1	284309
Q05BQ5	54799
Q13426	7518
Q06278	316
Q9Y233	10846
Q96QV1	64399
Q9NWS8	55005
Q12774	7984
A1A519	340069
P06239	3932
Q9H7C9	28971
P54274	7013
Q99750	4188
Q96H35	92400
O14645	7802
Q8N6R1	387923
Q8TE76	79710
Q9BV20	84245
Q14406	1444
Q99943	10554
O75391	9552
O95198	11275
A8MPY1	200959
P10588	2063
P04003	722
Q9BSU1	80262
Q13563	5311
P46087	4839
Q8IXU6	54733
O60507	8460
Q9BT76	105375355
P43004	6506
P61247	6189
Q9HCJ2	57689
Q5VTY9	55733
P60372	386672
Q14159	23514
Q96EV8	84062
Q9NX63	54927
Q9Y6Y9	23643
P18085	378
O14975	11001
Q8N4X5	84632
A6NFX1	388931
Q8TDG4	113510
P43405	6850
Q8IYS8	284257
Q7L1Q6	9689
O00327	406
P18621	6139
Q6UXM1	121227
O75363	8537
Q9NX05	54954
C9JBD0	100506243
Q15642	9322
Q9H3Y0	140902
Q9H790	64789
Q6P2I3	151313
Q9Y613	29109
P08779	3868
Q9NRR3	56990
P24855	1773
Q9NRR8	56882
Q96HH9	65983
Q14679	9654
Q6PI78	157378
Q05084	3382
Q9NQS5	53831
Q71U36	7846
Q96RI8	319100
Q9H936	79751
Q14832	2913
Q9BQQ7	83597
Q9BZL1	59286
P51674	2823
Q15768	1949
Q86YH6	57107
Q53FV1	29095
Q53GT1	84861
O95153	9256
P57735	57111
O75339	8483
Q96I24	8939
Q9BYU1	80714
O00192	421
Q9P0W0	56832
Q92520	10447
Q92839	3036
Q99731	6363
Q96P44	81578
Q8WVT3	51112
P51522	55769
Q9BV94	55741
Q99102	4585
Q53EV4	10233
Q5T5A8	353144
P05204	3151
P10745	5949
Q8IU57	163702
A6NM36	339291
Q8TAA5	134266
Q93098	7479
P0C671	389384
Q562E7	124997
Q9BW19	3833
Q96P65	84109
A6NGQ3	84033
P05388	6175
Q9Y689	26225
P48230	7104
Q9NPR9	56927
Q9NQV8	56978
Q9HB20	65977
Q8NDD1	128061
Q9Y6D6	10565
Q96C28	286075
P43243	9782
P01116	3845
A8MT69	201254
Q15270	54729
Q9BZD2	55315
Q7Z444	3266
P0C7I0	392188
O95155	10277
Q9H4G0	2036
O60888	51596
Q9NSN8	54212
B5MCN3	730005
Q6IQ32	22850
P49406	9801
Q04756	3083
Q8N6P7	58985
Q6ZS30	65065
P51159	5873
P20333	7133
Q9C026	114088
Q9UBI9	51696
O15405	27324
Q9BUR4	55135
Q9H9T3	55140
Q6ZSJ8	127687
Q9BTA9	51322
Q8N8K9	158405
Q96IK0	84336
Q9NQ11	23400
P27986	5295
Q8NEP3	123872
Q9UI15	29114
O95402	9441
Q86Y01	1840
P21695	2819
Q86UP0	64403
Q9H1A3	51108
Q5H9L4	54457
P10523	6295
Q9NUY8	55773
O15239	4694
Q86YR6	100288966
Q86YR6	317754
Q5SZL2	387119
P55061	7009
Q5T3F8	55362
Q93075	9797
Q8N2E2	221806
Q8NEP9	148254
A2RRH5	253769
Q9HBF4	53349
O14594	1463
O43300	26045
Q14764	9961
P42025	10120
A0A096LP39	202658
Q99653	11261
O43795	4430
Q5TD94	345895
Q15738	50814
B7U540	100134444
P26439	3284
Q9BXJ0	114902
Q8NEY8	51535
O75792	10535
P52333	3718
Q8N9Q2	285672
Q8WXI3	136371
Q9UL12	1757
P49427	997
Q8WZ42	7273
Q13740	214
Q8IU89	204219
Q6UWL6	84063
P00750	5327
Q99217	265
Q6P050	283807
P52951	2637
Q9NPD3	54512
Q96BN6	317662
O43612	3060
P01588	2056
Q9BXU8	53940
Q9H6S3	64787
Q9HAV5	60401
Q5T1R4	59269
O00254	2151
P36383	10052
Q6UXG8	153579
Q9UKY1	11244
Q5FVE4	81616
P0CW24	84968
Q8N9S9	169166
P20809	3589
O76080	7763
Q13233	4214
P0C6S8	645191
Q8TER5	55701
Q6UXI7	5212
P45378	7140
Q9UKL3	9994
Q70EL4	124739
Q9BZM3	170825
P05186	249
P20815	1577
P25024	3577
Q7Z309	159090
Q9NSK0	89953
Q9UNZ2	55968
Q8WYA6	56259
P51809	6845
O95183	10791
Q5TZA2	9696
Q68DX3	143162
Q9H1F0	140832
Q12765	9805
Q969Q0	6166
Q8N4L8	149473
Q86WX3	91582
P00491	4860
Q9NZD8	51324
Q6J4K2	80024
O75886	10254
A6NFI3	100131017
Q9UH92	6945
Q6ZTW0	91978
P04233	972
Q9ULK2	222255
Q9H208	341276
P48065	6539
P59541	259293
P27469	50486
Q9BPZ2	474343
Q9UQP3	63923
P69905	3039
P69905	3040
Q6UWU2	79411
Q5CZC0	401024
P11142	3312
Q6NT32	221223
Q3KR37	57476
Q96AX2	326624
P50993	477
Q8N461	146330
Q99865	54466
Q8IYL3	339448
Q12967	5900
P0DP91	2074
Q12800	7024
Q96LJ7	115817
Q16828	1848
P08754	2773
P36894	657
Q2M3G0	340273
O00459	5296
P20813	1555
Q9NZP8	51279
Q5TEZ5	206412
O00141	6446
O14966	8934
Q8NH79	390260
Q6UXH9	25891
Q02153	2983
Q9Y483	22823
Q9HDC9	57136
Q9HCH5	54843
Q14517	2195
Q9Y2T7	51087
Q9ULZ1	8862
P58317	7675
Q9Y585	26189
O43365	3200
A6NIR3	729092
Q9UHF0	6866
Q13342	11262
Q9UNH7	58533
Q5VWK5	149233
Q5VV42	54901
O43927	10563
P01567	3444
Q16661	2981
Q8TDT2	390212
Q9UBK5	10870
Q96LK8	124783
Q717R9	192668
Q4V328	56850
Q5TFE4	221294
A2RRP1	51594
Q8IX18	79665
P49641	4122
Q9Y5W7	57231
O00764	8566
P16383	6936
O14657	27348
Q9H213	28986
O95157	11248
Q03936	168374
A6NL26	219968
P17039	90075
Q9UN74	56144
Q92598	10808
P46926	10007
O43379	284403
Q7RTY1	220963
Q7Z5G4	51125
Q9H165	53335
O60894	10267
Q5VY43	375033
Q86VE9	256987
Q008S8	345930
Q12983	664
Q5GH70	389668
Q86UK0	26154
P15121	231
P62750	6147
Q9ULM0	57475
Q9NRY2	58493
Q99708	5932
Q6ZSB9	166793
Q16836	3033
P43358	4103
Q7Z5B4	79608
P55008	199
Q6EMK4	114990
Q99611	22928
Q8NCT1	91947
Q9NQ79	55118
Q02080	100271849
Q02080	4207
Q9BU40	91851
Q24JQ0	85019
O95886	58512
Q13618	8452
P33947	11014
Q9GZV1	26287
Q14444	4076
Q8N0Y2	55311
Q53TQ3	54891
Q9HCG7	57704
P49903	22929
Q14534	6713
Q14088	9363
Q6MZW2	23105
Q9NSY2	80765
Q9BSY9	51029
Q08AN1	90317
Q6P3W7	55681
Q12846	6810
Q9BQ24	79038
P31948	10963
P04275	7450
P67809	4904
Q15173	5526
Q6PI77	80823
P03923	4541
O00622	3491
A8MU46	219537
P18564	3694
Q86XT2	155382
Q8N3L3	167838
Q6P1J6	151056
Q5TCQ9	260425
Q96SB8	79677
Q6P087	285367
Q9P258	55920
Q9UMX9	51151
P13498	1535
Q96T53	619373
Q9Y2C3	10317
Q6NUJ2	399947
Q99543	27000
Q96MI6	132160
P17030	219749
Q86UP3	79776
Q9BYQ0	83901
Q15468	6491
Q9Y2I6	22981
Q9BUZ4	9618
Q6IAA8	55004
P31949	6282
Q70Z44	200909
Q8IZF3	221393
Q5T6L9	55780
P14222	5551
P04066	2517
Q6P587	81889
Q96G46	56931
Q96FF7	113230
Q7Z3E5	80210
O60942	8732
Q5T8D3	91452
Q14576	1995
Q70Z53	118924
P00439	5053
Q8NA54	154865
O75635	8710
A6NIX2	126374
Q8IWL3	150274
P04746	279
Q96LB4	127124
Q9NRG7	56948
Q9Y6Q3	7539
Q9UI17	29958
Q9H8T0	64400
O14958	845
Q01082	6711
Q92824	5125
Q6P1A2	10162
Q9NUP1	55330
Q8TF39	158399
Q6GMV2	10322
P35900	54474
Q5VYM1	138724
Q99990	51442
Q96CV9	10133
Q96RD7	24145
Q8NGQ2	219952
Q8NG50	201299
O43309	9753
Q08554	1823
Q9P0J6	64979
P52569	6542
Q8IUC0	140258
Q9NPF0	51293
Q86TU7	84193
Q6UWJ8	388611
Q9UN86	9908
Q9HCQ5	50614
P35542	6291
Q02413	1828
Q53H54	55039
Q9NZU7	9478
P03956	4312
Q8IVP9	284306
Q9Y6M0	10942
Q3MIX3	203054
P49790	9972
Q13733	480
P18124	6129
P22001	3738
Q9Y3A2	51118
Q9NPI5	27231
Q9BYV9	60468
Q8IVV7	79018
Q96GM5	6602
Q8WXE1	84126
Q86X27	55103
P01148	2796
O00237	7844
P21980	7052
Q9Y6W6	11221
Q9UHB4	27158
Q9NPB9	51554
P55268	3913
P48029	6535
Q8NH18	282775
Q9H246	81563
Q9BQI6	84250
Q9UD57	390010
Q02094	6005
P53672	1412
Q8N5C7	56986
O95006	135948
Q9BRZ2	81844
P40121	822
Q75VX8	150946
Q8IWJ2	9648
Q92504	7922
O15021	375449
Q86Y38	64131
O95073	100861412
O95073	25788
Q9HCL0	54510
P20592	4600
Q8N149	11027
A6NIY4	442590
P06727	337
P48039	4543
P18627	3902
Q96CM3	84881
Q9NXT0	54807
Q8IVW4	51265
O43865	10768
Q96C92	10807
Q86VX9	84315
A2RUR9	9720
Q8NEC7	79807
Q15020	9733
Q96F63	90324
Q99956	1852
P16435	5447
Q9BV87	27013
P23416	2742
Q8IWX7	146862
Q6NXP2	346653
Q96PN7	55809
Q9HAW9	54576
P48546	2696
Q96DC9	78990
Q96EK7	84498
O60861	8522
O14492	10603
Q9H4B7	81027
Q02156	5581
Q8TB69	162655
Q9P0U3	29843
Q8WW12	57092
Q96M53	219793
Q8IXZ3	221833
Q8TF40	96459
Q96EQ0	54557
Q6P3X8	267002
Q96ER3	113174
O94875	8470
Q9UL68	23040
O60293	196441
A6NFK2	643226
O43306	112
P30281	896
Q9BY42	51507
Q13596	6642
Q9NS23	11186
A6NGB9	644150
Q6IBS0	11344
Q8NAU1	252995
Q07283	7062
O75688	5495
Q7Z4R8	387263
Q9H3H5	1798
Q9HCM2	91584
Q9NS25	728695
Q9BZE1	51253
O75023	10990
Q86SF2	51809
Q15404	6251
Q16558	3779
Q93062	11030
P56180	7179
P05093	1586
P78537	2647
Q9BV35	79085
Q8TB05	124402
P35225	3596
Q8N4S7	124222
Q96M89	165055
P51815	7626
Q6X4W1	26012
Q9UH17	9582
Q8IWV8	23304
Q5T7B8	347240
P05090	347
Q5TC79	84614
Q9NSE2	1154
Q56P42	152138
O60885	23476
P37288	552
P07858	1508
P36578	6124
Q8WWF8	133690
Q8NB25	79632
Q7Z5L9	359948
Q9NXC2	54438
Q8TAA1	122651
Q16363	3910
O43908	8302
Q8WVS4	55112
Q9HAT0	54763
Q99944	80864
Q68DE3	205717
Q9Y5X5	10886
Q5VWP2	54855
Q9Y580	10179
Q7Z5N4	221935
Q3ZCW2	29094
Q00444	3222
P48382	5993
Q16621	4778
Q9NPI0	51524
Q8NFW9	25924
Q9NPA1	27094
O95248	6305
O60312	57194
Q8N7C3	205860
Q15198	5157
E9PJ23	728741
Q14690	22984
Q5T1A1	127579
O75310	10720
Q9UIA9	23039
P05408	6447
Q8NFJ5	9052
Q9HBU9	64091
Q8N392	93663
Q8NFX7	29091
Q9Y5S8	27035
P08910	11057
P31947	2810
O60658	5151
Q8N8Y2	245972
Q0VD86	388324
Q8TBE1	149111
Q9NXX6	54780
O94826	9868
Q8NHS9	84690
O14669	5639
P31277	3237
Q10981	2524
Q6V0L0	340665
Q9Y3E7	100526767
Q9Y3E7	51652
Q9H013	8728
Q96RE9	91975
Q9UIL4	3834
Q9Y247	26240
P80365	3291
Q96A29	55343
Q5U5X8	84915
Q2TBC4	29964
Q9H9S5	79147
Q86TN4	83707
Q96D70	91300
Q2T9K0	93109
Q13163	5607
Q9NPZ5	135152
Q9BVA1	347733
P62851	6230
Q9BPW5	65997
Q4KMZ1	55721
Q96RD1	390321
Q96MA6	158067
O75348	9550
Q96E29	51001
O75952	26256
Q9H3F6	83892
O00322	11045
Q8IW19	200558
P0CW18	646960
Q9HAZ2	63976
P22392	4831
P22392	654364
Q8NF86	260429
Q9BXF6	26056
P15735	5261
A0PK00	144404
Q14500	3768
P63215	2785
O76000	442184
Q14108	950
Q9BTV4	79188
P50579	10988
Q8TE04	53354
P06127	921
Q9UI40	25769
Q92599	23176
Q9BQ95	51295
Q9C0I3	401145
O43772	788
Q99767	321
P12271	6017
Q9BTY2	2519
O43825	8707
Q05BV3	161436
Q9UKK6	29107
Q1A5X6	654502
Q92993	10524
Q9Y663	9955
O75387	8501
Q16633	5450
Q5W0Q7	10208
Q8N3J9	144348
Q03154	95
O95685	5509
Q8NGR1	79290
Q14314	10875
O75920	728492
O75920	8293
Q9ULD6	27152
O60906	6610
Q96RY5	57585
Q9UM82	9825
Q8WWF3	136263
Q15596	10499
Q8TET4	2595
Q32MH5	56204
P33260	1562
Q8WZA2	11069
Q6P0A1	399888
P13995	10797
A6NKN8	654790
P49454	1063
O95528	81031
Q8TDU9	339403
Q92551	9807
Q96JD6	83592
Q02577	4808
Q5M8T2	340146
Q96RT7	85378
Q5VUE5	388722
Q9UPT8	23211
Q5VYV0	442425
Q9Y5Z7	29915
Q68EA5	126295
Q92502	9754
Q96CS2	115106
Q14790	841
P51397	1611
Q08493	5143
O60307	23031
Q9UGU5	10042
O43166	26037
O95147	11072
P19447	2071
Q8NCR3	160140
O14745	9368
Q8TAC9	192683
P20671	3013
Q9HAT2	54414
P04180	3931
O43187	3656
Q9C0D4	85460
Q9Y616	11213
P42701	3594
Q96LT7	203228
P15621	51710
Q96EN8	55034
Q9NS87	56992
Q04727	7091
Q96BV0	285971
Q96RW7	83872
Q9BQ48	64981
Q96DX7	54765
Q5JZY3	284656
Q96EV2	155435
P09683	6343
P32239	887
O14936	8573
Q15291	5929
Q8IY45	196394
Q9GZU1	57192
Q7Z7G1	116449
O95149	10073
P56589	8504
P08F94	5314
Q9P2E7	57575
O15305	5373
Q5VTB9	55182
Q8IYE0	57639
P56937	51478
Q8NA03	161835
Q96H55	80179
Q6UXK5	57633
Q96PC3	130340
Q6UX72	84752
Q8IZC6	85301
Q8N998	220388
Q9NP73	79868
O75072	2218
Q2KHR2	64864
P59646	53828
Q6UX39	401138
O95025	223117
Q9NRM0	56606
P21953	594
Q8WYP3	54453
Q9HB31	645832
P51810	4935
Q16563	6856
P17152	8834
Q8IWV1	54900
P35712	55553
Q8TDD2	121340
Q99633	8559
Q9HCP6	57467
Q6PIJ6	81545
Q6PF18	283385
O95925	100526773
O95925	57119
A8MWY0	222223
Q8TE49	161725
Q15700	1740
O14730	8780
Q92854	10507
O14905	7484
Q5T2T1	143098
Q8TCU3	157724
Q9H2S1	3781
P23945	2492
Q9P2K2	57544
Q07817	598
Q86X52	22856
Q96RU7	57761
Q8NDV1	256435
O15344	4281
P13645	3858
P16144	3691
Q9H0Q0	81553
Q9UHL4	29952
Q9BPW4	80832
Q96L91	57634
Q8IYA6	150468
D6RGH6	345643
Q9H1K6	59274
O60487	10205
Q9ULD5	27153
Q96RQ1	51290
Q9UHE5	9027
Q14050	1299
Q8NB12	150572
Q16514	6883
P15812	913
P11586	4522
O14908	10755
Q86Y33	166979
Q86UR1	10811
Q96S94	81669
Q92562	9896
Q8NGX8	391112
P35555	2200
P15374	7347
Q12889	5016
Q4VCS5	154796
Q96C01	84908
Q14112	22795
Q8TDD1	79039
O95479	9563
Q15063	10631
Q96KQ4	23368
P30050	6136
Q9H1R3	85366
Q8NCX0	284992
A6NND4	341152
Q15628	8717
P50454	871
Q96JE9	4135
Q8TAE8	90480
Q16602	10203
Q9P0K8	55810
Q96EI5	79921
Q5BKY9	257415
Q92737	10633
O14678	5826
Q15648	5469
P15848	411
P05155	710
B7Z6K7	730051
Q56A73	139886
Q96JA1	26018
P08842	412
C9J202	644974
Q8N0X2	79582
Q13349	3681
Q7L4P6	79656
P19525	5610
Q8WUE5	54967
Q96LU5	196294
Q9HD89	56729
Q8TEA8	92675
Q6ZV89	400745
P0CK96	728661
Q9UKI3	29802
Q6IEY1	26683
Q6IEY1	729759
Q6IEY1	81399
Q96G03	55276
Q7L1W4	55144
Q8IXZ2	23144
Q99685	11343
Q14393	2621
Q9NWB6	55082
Q5U5R9	143279
P60673	345456
Q16787	3909
Q9UNQ2	27292
P07311	97
H7C241	100288814
Q92748	7069
O14771	7760
A6NJ46	157848
Q15040	9929
Q8NGA6	284433
Q9Y625	10082
Q6DHV5	387707
Q9UBS5	2550
Q9NWH7	54558
Q96MG8	115294
O14511	9542
P21439	5244
A1A580	337963
Q9P0M6	55506
Q6UXB1	388555
Q9NRA8	56478
P49810	5664
P55211	842
Q86SE5	138046
Q6PJW8	163882
Q5VWG9	83860
Q08AH1	116285
Q6UWB1	9466
P63010	163
P68106	2281
P35573	178
P13797	5358
Q8N2H9	246330
Q15773	8079
Q7Z3Y7	162605
Q96A73	57179
Q9P2J2	57549
Q8TEH3	57706
Q96GR4	84885
Q9NYP7	60481
P22459	3739
Q9Y6X0	26040
Q8N7B1	150280
Q07955	6426
O00170	9049
Q6UWQ5	84569
O95452	10804
Q69YZ2	399474
Q9GZZ7	64096
Q8WXH4	140456
Q504U0	201725
Q8WVM7	10274
Q9UMX3	666
Q7Z6J4	221472
Q99547	10200
P03901	4539
Q8WTQ1	140596
Q8WTQ1	503618
Q9NYQ7	1951
Q8NGT9	346528
Q8NGT9	402317
A6NNF4	730087
P84074	3208
