From	To
Q8NGC7	122748
Q92478	9976
Q1MSJ5	79848
Q075Z2	100131137
A8K8P3	9814
Q5T011	23334
Q8WVN8	92912
Q9Y673	29880
Q8N4Q0	284273
P09619	5159
P61026	10890
Q9P265	57609
Q9UEG4	23361
Q96MX0	123920
P49619	1608
Q58WW2	55827
O75884	10741
Q9BYE7	84108
Q99490	116986
Q7Z3Q1	283537
Q7Z4T8	168391
Q96NY9	80198
Q9NY72	55800
Q14624	3700
Q5VWQ0	54665
Q7L592	55471
Q9UBV4	51384
O60241	576
Q9BRS2	83732
Q9UBY9	27129
P24530	1910
Q8NA23	114987
Q9NP95	26281
P29279	1490
Q66K74	55201
O75531	8815
Q9Y3C4	51002
Q9P203	55727
P49685	2838
Q99518	2327
P27348	10971
P52597	3185
Q8TEA7	93627
Q9NWS1	55010
P48509	977
O00253	181
Q96JB8	58538
Q9NXZ2	55510
P36897	7046
Q5VXH4	440561
Q9BZ29	23348
O14994	8224
Q6NVV7	150383
Q86Z20	202243
O75351	9525
P62854	6231
Q8N4T4	84904
Q7Z6K5	348110
O15270	9517
Q96NH3	221322
A1L170	400793
Q9H9J4	84132
Q12923	5783
Q8NGK6	390037
Q5HY92	55137
Q86V42	220108
Q8NEA6	169792
Q9BU64	79172
Q96MP5	140831
P15529	4179
Q8N0W4	57502
Q9Y3Q3	23423
Q9BXT8	56163
P06493	983
Q9BSF0	84281
P43403	7535
Q00526	1018
Q86X60	653820
Q9UKB3	56521
Q9HAP2	22877
Q5VVY1	149281
Q6ZT07	23158
Q7Z2Z2	79631
O75170	9701
Q8WZ73	117584
Q05940	6571
Q15583	7050
Q14192	2274
Q96R28	391194
Q9H4B6	60485
P01270	5741
P49753	10965
Q6ZT52	163933
Q06416	5462
Q13535	545
Q5T2D2	79865
P01591	3512
Q7Z3Z4	143689
Q5UE93	146850
O60832	1736
Q8IWU6	23213
Q15024	23016
Q969D9	85480
Q9NX31	51526
P19484	7942
Q9NYW3	50837
Q92750	6875
Q3C1V8	390259
Q9BQJ4	83604
Q9H3K2	27069
P35670	540
O43583	8562
Q5T0Z8	647024
Q9UIK5	23671
Q99829	8904
Q9H4B4	1263
O95267	10125
Q03113	2768
Q6ZMB0	192134
P15382	3753
O14880	4259
Q86TC9	84665
O15155	10282
Q9UQB3	1501
Q8N2C7	285175
Q08623	8226
Q6Q8B3	344807
P20585	4437
P49796	5998
A0A0A0MS75	27315
O14727	317
Q8N967	654429
Q8WVF1	127700
Q7Z6L0	112476
Q5JVL4	114327
P51688	6448
Q53SF7	22837
O00295	7288
Q8IXL9	389123
Q70SY1	64764
P35241	5962
P58181	26496
Q96RR1	56652
Q9P1Q5	8383
Q13794	5366
Q2M385	219972
Q15696	8233
Q8IXQ9	254013
Q9Y3R5	9980
P21283	528
Q9C0B9	54877
Q9NPI9	3773
Q9H5V8	64866
P20309	1131
P26641	1937
D6R9N7	100287364
Q86YZ3	388697
P21246	5764
P56747	9074
Q9Y6Q9	8202
Q9NRK6	23456
Q8IV32	64925
Q8NFZ8	199731
Q6P4Q7	26504
P48745	4856
P56645	8863
Q9BUY5	79088
Q9UDY6	10107
Q96LQ0	145376
Q9BVS4	55781
Q12891	8692
Q9Y446	11187
P50222	4223
Q9HD36	10017
Q96NJ5	114792
Q6ZR37	440107
A6NHP3	100310812
Q86VR8	24147
Q96GD3	22955
Q8IXS8	285172
Q8IWZ3	404734
Q8IWZ3	54882
Q9NQL9	58524
Q9NVP2	55723
Q9Y584	29928
Q9P2S5	49856
Q9H6I2	64321
Q8TBA6	9950
O96015	10126
Q96GS4	54785
Q9NP58	10058
Q9NXG2	55623
Q7Z5M8	145447
Q6IPR3	127253
Q6IMN6	65981
Q9NP60	26280
Q9BTT0	81611
Q16401	5711
Q15612	158131
O15547	9127
Q969F2	85409
Q69YU3	284615
Q96CS3	23197
Q96T59	146822
Q6T310	387496
Q86UL8	9863
Q9BUX1	79094
Q96D46	51068
Q16829	1849
Q15904	537
Q9NRD9	53905
Q96L03	128153
O15027	9919
Q9Y5R8	58485
Q5VT97	84144
Q86T13	161198
O94788	8854
Q9NVP4	55184
Q9NY27	151987
Q00613	3297
Q8NFP4	266727
P17050	4668
Q9UI33	11280
Q8TBY0	166863
P13284	10437
Q9ULH0	57498
Q9HBI1	29780
P31040	6389
Q96QH2	84106
Q8WY41	340719
Q5VWC8	401494
O75376	9611
Q9Y2X8	51619
Q9H8M5	54805
Q9H3G5	54504
Q8WZ60	89857
Q9Y5H1	56113
P51668	7321
Q9BYD9	84517
P55001	4237
Q17RG1	146212
Q96H72	91252
Q96GQ5	64755
P28330	33
Q9Y5K1	23626
P48200	3658
Q12767	9772
Q9BXL8	55038
Q6NZ67	80097
O75832	5716
Q9H3S1	64218
O15269	10558
Q2M2D7	254272
P31943	3187
Q8NGP8	390168
P13010	7520
Q8TE56	170691
Q5BJH7	90522
Q96JE7	89866
P42566	2060
P27658	1295
Q8WW33	121355
O15212	10471
Q96MM7	90161
Q8N490	25953
P05106	3690
Q9HC77	55835
Q7Z5M5	342125
Q96RV3	22990
Q8TC07	64786
Q6NUI6	150356
Q8IV04	374403
O75712	2707
P0DMS9	57413
P46109	1399
O43296	9422
Q9BU68	79170
O95096	4821
Q96JP5	80829
Q2M329	257236
P51857	6718
P02671	2243
Q99965	2515
Q99575	10940
P46939	7402
Q6B0I6	55693
P51811	7504
Q15532	6760
Q5VU57	84871
O60687	27286
P47897	5859
Q9BXS5	8907
P49821	4723
P47890	8390
Q08752	5481
Q10586	1628
P17019	7562
Q9BT49	80764
Q96T83	84679
Q96P15	89778
O00548	28514
Q7LBR1	57132
P07602	5660
Q0VDD7	79173
Q9GZR2	57109
Q96ND8	147949
Q15782	1117
Q9UNP9	10450
P35914	3155
P51854	8277
Q8NI27	57187
Q96MR9	147741
O60506	10492
Q8N6K0	121793
Q71DI3	126961
Q71DI3	333932
Q71DI3	653604
P62820	5861
Q9Y4R7	26140
Q8NH21	79501
O43278	6692
P53597	8802
Q0D2J5	284390
Q6ZMI0	129285
Q9Y2S6	51372
O95278	7957
P51531	6595
A6NLW8	503835
Q14680	9833
Q8TC27	203102
P0C1H6	286436
Q86TH1	9719
P40933	3600
P78325	101
Q96AQ1	90557
Q0ZGT2	91624
O60602	7100
Q03924	109504726
Q03924	51351
P07711	1514
Q9H8Y5	55139
P03951	2160
Q5H8C1	158326
Q13330	9112
Q96RK4	585
O75473	8549
P30954	26476
Q9UJV9	51428
Q14592	10794
P30048	10935
P0CG39	653781
Q8NAT1	84892
Q5T481	282996
Q6P2E9	23644
Q70EL1	159195
Q5TZF3	339416
Q8NI77	81930
Q8NE79	11149
P59827	149954
Q96K30	84934
Q3SXZ7	164395
Q6IPT2	112703
P0CG13	54921
Q99959	5318
Q8NC01	51267
Q7Z4Q2	55027
Q8NAX2	126695
Q9P0R6	51527
O43918	326
Q00872	4604
Q9H4I8	253190
Q5JTZ9	57505
Q9NRY5	10827
Q9NQ87	26508
Q8IUF8	84864
Q6GMR7	158584
Q13829	7126
Q8N148	346517
Q8N6N6	256302
Q86SG7	254773
P01040	1475
Q96RP7	79690
Q6PJQ5	139628
Q96EH3	115416
Q04656	538
Q96NU1	148398
Q93050	535
O95219	8723
Q6ZMY6	126248
Q16795	4704
O15111	1147
Q6PIZ9	50852
Q6AI39	23506
Q13115	1846
Q13546	8737
O95476	23399
Q86WQ0	126382
A8MXV6	256223
P35226	100532731
P35226	648
Q96J42	79770
Q96HA7	4796
Q96GX2	552889
O75916	8787
Q5DX21	152404
Q9NZ20	50487
P78310	1525
Q9Y4J8	1837
Q15084	10130
O14556	26330
P08133	309
A1A4Y4	345611
Q9Y6B6	51128
Q9Y2H8	22869
Q13283	10146
Q9Y3D7	51025
P55795	3188
Q06330	3516
Q86W56	670
Q86W56	8505
P49913	820
Q9UJS0	10165
Q9Y421	26017
Q16719	8942
Q7RTN6	92335
Q8IUD6	84282
Q7L9B9	80820
Q8N0Z8	126789
Q9NWX6	54974
Q8WXA8	170572
Q6ZV73	55785
Q9Y3V2	25950
P50120	5948
Q9ULB1	9378
P35237	5269
O94916	10725
Q8NFD2	255239
Q7Z6W7	150353
Q99519	4758
Q8IYN2	90843
Q8NGW6	128371
Q8TAD4	64924
Q9UBF6	9616
Q9BYH1	23544
Q8TEQ8	84720
Q8N141	284406
P78539	8406
O14793	2660
Q99497	11315
P0DJD7	643847
P63218	2787
Q92537	9766
Q86TV6	145567
P55000	57152
Q15327	27063
P48730	1453
Q7RTV0	84844
Q9H582	84146
P52434	5437
Q6UB28	254042
P25705	498
Q8WVZ9	84078
P53680	1175
Q99766	27109
P26010	3695
Q9NP97	83658
P48643	22948
Q9Y2I7	200576
Q8IYF3	56159
P17025	7569
Q6NS38	121642
Q96IK1	91272
Q9C0H6	56062
Q05513	5590
P15170	2935
P33316	1854
P37108	6727
Q8N539	84929
P43378	5780
Q96LL3	146378
P10997	3375
Q00597	2176
Q93077	8334
Q8N3T6	92293
Q6ZSC3	375287
Q9Y490	7094
Q9Y4F1	10160
Q99759	4215
Q9Y4F3	9665
Q9H706	64762
Q9ULV1	8322
Q8WXW3	10464
Q99853	27023
Q9HBT8	57335
P01374	4049
Q9H0A8	54939
Q96KN4	151354
P49281	4891
O60284	9705
Q96QF0	117177
Q9C030	117854
O94992	10614
Q9HB14	56659
P0DI81	6399
Q9NWU5	29093
Q8IYB3	10250
Q9NVE4	55231
Q9Y336	27180
Q8IVG5	219285
Q7LGC8	9469
Q6PEY0	375519
Q96GY0	51101
Q12904	9255
P62906	4736
O15068	23263
H0YNJ6	51292
A0JP26	102724631
Q9H1P3	9885
Q9H857	64943
Q13625	7159
O15245	6580
P50395	2665
Q8TBF4	85437
Q6P2I7	55096
Q06413	4208
Q9Y2Q1	113835
Q8NDM7	80217
Q6UWM5	256710
Q9BVW5	54962
P08697	5345
Q6NUK1	29957
P10155	6738
Q5JUW0	55634
Q9HA47	83549
P09234	6631
Q9BZ23	80025
Q7Z3D4	116068
P41231	5029
Q86UD1	220323
Q9UI30	51504
Q9UIU6	51804
Q32M45	121601
Q9NR64	57626
Q9HCK0	57684
Q9NS64	56475
Q9Y2D9	22834
C9JJ37	149478
Q9Y6N8	1008
Q92597	10397
Q01196	861
Q8N5I2	92714
Q99489	8528
Q5SXM8	728489
P42336	5290
Q5T4D3	84899
P37058	3293
P78367	579
Q9Y467	6297
Q6ZTR7	339145
O00754	4125
Q8N7X0	79747
P48549	3760
Q9H788	63898
Q9BX95	81537
Q96HF1	6423
Q96P48	116985
Q9UKT5	26272
P28715	2073
Q9P2P5	57520
O94985	22883
O95214	23484
P31941	100913187
P31941	200315
Q9NVX0	55142
Q14156	23167
Q9UL41	29944
Q6ZSG2	642938
P47914	6159
Q9H4I2	23051
Q5TC12	64756
E9PGG2	647589
Q8IX07	161882
Q8WV41	257364
Q86VZ1	286530
Q9P2Q2	55691
O43237	1783
Q6ZT98	79739
Q9Y3T9	26155
Q92837	10023
Q68DU8	57528
Q8NEV9	246778
P31513	2328
Q8NBZ0	283899
Q8NH72	219432
P43119	5739
Q08ER8	125919
Q9Y2G9	22904
P60331	386677
O00634	4917
Q8NAT2	163589
Q9Y6Q2	11037
Q9Y6Q2	286749
Q8TBF5	54965
P42773	1031
Q9HC57	58189
A0PJY2	389549
P50539	4601
Q9UPA5	8927
O95222	8590
A0PJW6	79064
P61966	1174
Q08289	783
P10696	251
Q6ZN16	389840
Q9BZQ2	81626
P15151	5817
O00410	3843
O95750	9965
Q92979	10436
Q01804	54726
Q6BEB4	389058
Q86YR5	26086
O43395	9129
P50995	311
Q9BT40	51763
P56851	64184
P52757	1124
Q8N5M1	91647
Q07617	6674
Q6ZN55	64763
Q96SZ5	84890
O43280	11181
P35475	3425
Q9NZQ7	29126
Q8TAA3	143471
O43181	4724
P16871	3575
Q14571	3709
Q5VT79	728113
Q8N4Q1	131474
A0A087WZQ2	79175
Q8N0U4	222234
Q96Q11	51095
P51504	7634
O95294	8437
P53803	5440
P00505	2806
P39880	1523
O15060	9880
Q6NW34	25871
Q14241	6924
Q674X7	23254
Q9Y6N5	58472
Q12996	1479
P07510	1146
Q7Z713	353322
A8K2U0	144568
O75817	10248
Q8NGK2	143496
Q86V25	79805
P04201	4142
Q9NQ38	11005
Q7L3B6	55664
P25713	4504
P55291	1013
P11684	7356
Q5U651	54922
Q9UHG0	51473
P42262	2891
O43303	9738
Q15771	27314
Q01826	6304
P06401	5241
Q96H79	92092
Q8TA86	6100
Q9H0C2	83447
P49763	5228
Q6NT46	729447
Q3B820	84140
Q9H8W5	80263
A6ZKI3	8933
Q13439	2803
P55273	1032
Q8NGY0	128367
Q3MIW9	135656
Q96L42	131096
Q9NZI6	29842
Q16134	2110
Q01151	9308
Q93033	9398
Q92664	2971
Q9Y5P4	10087
O94811	11076
Q8N567	84240
A6NDG6	283871
Q16559	6887
Q9Y265	8607
O43422	5612
P31785	3561
Q9BXL6	79092
P05981	3249
O94955	22836
Q9BRK4	84445
Q8N988	79230
Q99747	8774
Q5MNZ6	56270
Q86TI4	349136
P62910	6161
Q16625	100506658
O43657	7105
Q9Y2G2	22900
Q96S21	57799
Q99973	7011
P04090	6019
Q9NV12	55281
Q96ST3	25942
Q6YI46	169200
A1A4G5	348801
Q86V85	160897
P21108	221823
P34910	2124
Q06124	5781
Q86WH2	283349
Q15181	5464
Q9NWL6	54529
P11908	5634
Q14542	3177
Q96J66	85320
Q8TDX7	140609
Q6S8J3	445582
Q9BPX3	64151
Q9C0C2	85456
O00161	8773
O15530	5170
Q99439	1265
Q9P1Q0	51542
Q6Q0C0	84231
Q9NQW8	54714
Q13394	4081
P02790	3263
O60547	2762
Q8N3J5	152926
O95453	5073
Q5H9U9	91351
Q13258	5729
Q9Y657	10927
P78552	3597
Q86Z02	204851
Q9Y257	9424
Q8N1F8	114790
Q9BRT3	84299
Q96L58	126792
Q7KZ85	6830
P0C7H8	730755
P0C7H8	85294
O00463	7188
Q5T160	57038
Q8N6L7	169693
Q8TC41	154214
Q9UFB7	92999
Q30KQ9	245913
Q9H799	65250
Q969Z3	54996
Q92536	9057
Q13367	8120
Q3MIT2	150962
Q9H2X0	8646
Q8N9U0	123036
P20810	831
P46459	4905
Q6ZSJ9	388336
P49146	4887
O14933	9246
Q9Y6Q1	827
A4D1E1	219578
P42892	1889
Q03167	7049
Q8NGJ1	219983
Q9NVG8	54662
P02724	2993
Q7L0R7	22838
Q15392	1718
Q8IYT8	9706
Q9UI43	29960
Q5TKA1	286826
Q15836	9341
Q5SYE7	57224
P12259	2153
Q6IEG0	154007
Q9H346	390066
Q17R55	148109
Q93079	8345
Q9NUV7	55304
Q9BQ39	79009
Q9P2D1	55636
Q92615	23185
Q08AM6	55697
Q8TB36	54332
Q9UKX5	22801
Q9H4M9	10938
Q7RTR8	353164
Q9H8M1	80219
P54793	416
O76064	9025
Q9HB63	59277
Q8IXB3	286753
Q9HAQ2	64147
Q6ZNA5	391059
Q9BRX2	53918
O00746	4833
P36406	373
P15173	4656
O60309	374819
O95168	4710
Q8NGS3	347168
P05111	3623
Q6YHU6	63892
Q8N6F1	149461
P10645	1113
Q8NHY0	124872
O43739	9265
Q8TAS1	127933
O00567	10528
Q6ZNC8	154141
Q86YD7	55138
Q76LX8	11093
P60852	22917
Q496H8	123904
Q8WY21	114815
F5GWJ3	55195
Q9ULW8	51702
Q9Y3I1	25793
Q71F56	23389
Q0VAQ4	57228
P54760	2050
P32745	6753
Q14209	1870
Q12834	991
Q8NGK3	119774
P48552	8204
Q8N1W1	64283
Q8IVH4	166785
Q8N3A8	79668
Q7Z3B3	284058
O96019	86
Q92604	9926
Q8WWQ0	55023
Q96IF1	84962
Q8WWY6	85509
P30926	1143
Q2QD12	729020
Q8IZY2	10347
Q15233	4841
Q9Y5Z4	23593
O00270	2853
O60812	343069
Q5T4W7	9048
O95382	9064
P17540	1160
O75306	4720
A8MTJ6	344167
Q9UNG2	8995
Q9NPG8	55146
Q99879	8342
Q86XP6	200504
Q9NYL5	51302
P22304	3423
Q5FWE3	285368
Q6P1K1	55652
Q5JXX7	203562
P17948	2321
Q9Y2U8	23592
Q2NKX9	388969
Q6U841	57282
O14519	8099
Q9Y5E8	56121
Q8NHC5	284532
Q92871	5372
P23468	5789
Q9H4L4	26168
P24278	7597
A6NIM6	729025
P41002	899
P62380	9519
Q96A49	94056
Q6ZW76	124401
Q9Y5T5	10600
Q6PD74	79719
Q9Y692	10691
P0C2W1	200933
P10915	1404
Q99487	5051
P31944	23581
Q4G0F5	112936
Q9NRU3	26507
P24592	3489
Q53ET0	200186
Q96G01	636
Q8IYS0	54762
Q07912	10188
P11161	1959
Q9BYT3	65975
Q9P2G1	54467
Q9H0H0	57508
Q6UVM3	343450
Q8WUA8	25987
Q8TB03	159013
A6NKG5	388015
P78410	11118
P02585	7125
P08238	3326
Q96CT7	115098
O76014	8688
Q96LW4	201973
Q8TEL6	26133
Q9H993	79624
P07101	7054
Q5TCZ1	9644
P35558	5105
Q8WTR7	25888
Q5VVX9	148581
Q13501	8878
Q6UXL0	53833
A5PLL7	387521
A5PLL7	387522
P01135	7039
Q16587	7625
P82987	57188
Q02363	3398
O00422	10284
Q96KR6	116151
Q8IXR5	51252
P78560	8738
P47870	2561
P55072	7415
O60269	9721
Q76KP1	338707
Q96Q15	23049
Q9HCU8	57804
Q7Z6W1	127391
Q9NYW6	50831
Q5TB80	22832
Q96RU3	23048
Q8N4P3	374659
Q9H714	80183
P62701	6191
O14907	30851
P54219	6570
Q12972	5511
Q9NTJ3	10051
A6NJG6	503582
Q5JPB2	128611
M0R2J8	341019
P10635	1565
P80192	4293
Q8NGR9	138882
O60882	9313
Q5VXI9	643418
A2VCK2	149069
Q9NWH9	79811
Q92904	1618
Q9H490	128869
P38571	3988
Q9BXY0	84549
Q9H7H0	64745
O15120	10555
P31276	3229
Q5TYX0	343068
Q9H9D4	79797
Q86VU5	118881
Q9HBU6	55500
Q96G74	55593
Q9HBE1	23598
Q99572	5027
P05161	9636
Q9UK32	27330
A6NMK8	100131897
Q86X76	4817
P62995	6434
P31415	844
Q9P2R3	51479
Q8WVJ2	134492
O75095	1953
Q6P4I2	84942
Q5EBL8	51248
Q9H6Q4	64428
Q6ICB0	27351
Q8TD20	154091
Q5JPI3	285237
Q5T280	51490
Q9Y5H4	56114
Q9NXC5	54468
Q96MF2	246329
O15297	8493
Q8TF66	131578
Q567U6	54520
P20700	4001
Q5VIR6	55275
Q9Y3D9	51649
Q8WTU0	414301
P52747	7702
O14925	100287932
Q86XT4	135892
Q96N06	124045
Q8N3F9	283554
Q6UXV1	126123
Q96P68	27199
Q9UPU5	23358
Q86T24	10009
P18405	6715
Q14494	4779
P41091	1968
P54868	3158
O95257	10912
Q96I45	85014
O60347	23232
O95199	1102
Q9BVT8	83590
Q86WN2	338376
P01033	7076
Q6P1J9	79577
P43116	5732
A8MPX8	151649
A8K0Z3	100287171
Q13275	6405
P24310	1346
Q03426	4598
Q5FWF6	285989
Q96N67	85440
Q9UNS1	8914
Q9HCC9	57732
P08174	1604
Q6ZN17	389421
P19235	2057
Q9NYK5	54148
Q9UJW9	29946
Q76B58	339479
Q96BM0	122509
Q6IMI4	391365
O14776	10915
Q6AHZ1	9849
P28161	2946
O43251	23543
O75964	10632
Q9P0T4	51545
Q8NCQ7	147011
P13349	4617
P43307	6745
Q49A17	442117
Q14863	5463
O95136	9294
Q9BZY9	11074
Q8TCT6	121665
P35754	2745
O95868	58530
P18433	5786
Q3LXA3	26007
O43290	9092
Q12841	11167
Q8NFH5	129401
Q6N022	26011
P98170	331
Q9UKU6	29953
Q8N3X6	254251
O95551	51567
Q9NS98	56920
P63252	3759
Q96IR2	91664
Q6NUK4	221035
Q9UQ84	9156
Q6ZU35	57482
P63208	6500
Q15543	6884
O43307	23229
A4D0S4	22798
Q8N126	57863
Q56P03	55837
A7E2F4	23015
Q6Q788	116519
Q8WUJ0	6815
Q9UL49	10732
Q9HCL3	57677
Q01113	3581
Q9P2U8	57084
O15033	9870
Q9UPW5	23287
Q86VI1	283849
O75197	4041
O75954	10867
Q9UNW1	9562
Q6EMB2	23093
P36542	509
Q8NG48	55180
Q9BZD7	79057
P11233	5898
Q8NFM4	196883
Q9Y227	9583
P11487	2248
Q9BZE7	84645
Q9H171	81030
Q6PEX3	388818
Q07699	6324
Q53GS9	10713
Q9BZG2	93650
Q9BYC2	64064
Q9H467	79004
Q969G2	89884
O14775	10681
O95881	51060
Q8NHR7	145645
Q86TG1	129303
Q9UIF9	11176
Q8IWV2	152330
Q9Y2B0	10330
P13747	3133
P0DMM9	445329
P0DMM9	6818
Q9BXA7	83942
Q9NVH2	25896
Q92902	3257
Q15256	5801
P29376	4058
Q86T03	90809
Q86UU5	199720
P13535	4626
Q9NP70	258
Q12840	3798
P22732	6518
A2RTX5	123283
Q5HYK3	84274
Q8IYL2	152992
Q08380	3959
P31314	3195
P62306	6636
O43347	4440
P27352	2694
Q9NSK7	83636
Q5TIE3	127731
Q05315	1178
Q9H305	29965
Q05086	7337
Q8N5C8	257397
Q16832	4921
Q8NBT0	25886
Q6XPR3	126638
Q2Q1W2	131405
Q5SW96	26119
Q9NPH2	51477
Q1ZZU3	375757
P24347	4320
A2A368	139604
P21452	6865
Q14678	23189
Q6ZMQ8	9625
P26992	1271
O75122	23122
Q14289	2185
P30518	554
Q9UGF7	81797
Q5JRM2	347487
Q2M2H8	93432
Q9UN30	6322
Q9H6J7	79096
Q56UN5	80122
Q9NQY0	55909
Q9NZM1	26509
Q8IY26	403313
Q9NUB1	84532
Q9Y226	9390
Q9BPY3	79607
A2VDJ0	23240
Q8NDT2	29890
P50542	5830
O75596	10143
Q86VW0	91404
Q5W5W9	389075
Q96KG9	57410
Q8NHS4	130162
Q15061	23160
P01266	7038
O43315	366
P35913	5158
Q9Y235	10930
P48146	2832
O75529	27097
Q6X9E4	285231
Q0P5N6	339231
Q96B77	25880
P50876	9781
Q6ZUT6	388115
Q8WXA9	140890
O60476	10905
Q9BYC8	64983
Q8N8L2	126069
A6NJB7	284338
Q7Z2X7	203569
Q7Z624	79823
P53420	1286
P20023	1380
Q9P2A4	51225
P48169	2557
Q15080	4689
Q86XI2	54892
P0C7U1	653308
P50616	10140
P17252	5578
Q9P1Z2	57658
O14950	103910
O14950	10627
Q9P244	57622
Q8WTU2	136853
P55212	839
Q9Y5K2	9622
O14562	56061
Q9BYP7	65267
P09327	7429
P17066	3310
Q9UL03	26512
Q8NB50	643836
P62166	23413
Q6S5H5	404785
Q8NGK9	390144
P07996	7057
O15054	23135
P55082	4238
Q15119	5164
Q9ULH1	50807
P55735	6396
Q8TAF8	222662
Q86SS6	143425
P58546	136319
Q494U1	84069
Q9NW68	55108
Q8N8V4	257629
Q16740	8192
P08648	3678
Q9UKG4	26266
Q9GZP8	64073
Q9HCD5	57727
A6NCF5	123103
P07305	3005
Q15038	9802
O14530	10190
Q8WVP5	126282
Q12866	10461
P35251	5981
Q96B02	55284
Q8N158	221914
Q14653	3661
Q4ZHG4	84624
Q9NRM6	55540
Q9UJ71	50489
P16234	5156
P23743	1606
Q8WXG8	170591
Q9NQZ2	57050
O75477	10613
Q5VU65	91181
Q8NH37	256144
Q96NA2	83547
Q8N431	255426
P0DMU8	101060211
P0DMU8	102723631
P0DMU8	441521
P0DMU8	541465
Q7Z7G2	339302
Q9H0F5	152006
Q14315	2318
Q9H094	84224
C9JTQ0	100131244
Q9H2F9	80323
P46977	3703
Q6PGQ1	51233
P25791	4005
O43681	439
Q8N1G1	57455
O60826	28952
Q96KA5	81037
O43676	4709
Q96PP8	115362
Q9BTU6	55361
Q5JWF8	170487
P35348	148
P17275	3726
O75909	8812
Q04446	2632
Q14573	3710
Q6UXB2	284340
Q712K3	54926
Q02535	3399
Q9H2V7	83985
Q5XXA6	55107
P0DN77	101060233
P0DN77	2652
P0DN77	728458
O60504	10174
O94972	4591
P33552	1164
Q8IUX1	55863
P0CE72	654231
P11279	3916
Q8WXE9	85439
Q8IZJ0	282616
P14316	3660
Q7Z7B8	245939
Q8NH61	119694
Q9H6D7	54930
Q6P6B7	54522
A1A5D9	146439
P48788	7136
P53990	9798
Q13285	2516
P31358	1043
Q9NPB3	51475
Q9BZI7	65109
P48167	2743
Q15645	9319
Q96PN8	81629
O14653	9570
O00187	10747
Q8TAC1	317671
Q63HQ2	133584
Q9NRZ7	56894
A6NNA5	644168
Q14392	2615
O75716	8576
Q12884	2191
Q10567	162
Q9UBD3	6846
Q8IXI1	89941
Q6PXP3	155184
Q8N6N2	148014
P11509	1548
Q9Y2Z4	51067
Q99928	2567
Q9NZ94	54413
Q8NGN1	219874
P01222	7252
Q14524	6331
Q8N7U7	284355
Q8NGG7	390275
P49759	1195
Q15391	9934
O95475	4990
Q14257	5955
P09001	11222
Q8TD10	145282
H3BRN8	145788
Q9UBL3	9070
P32320	978
Q13976	5592
Q6ZP80	130827
Q3KQV9	91373
Q6NZY4	55596
Q99549	54737
Q8IUW3	124044
Q07021	708
Q7Z6K3	375743
Q13889	2967
P46527	1027
Q96N76	131669
Q9NYH9	55813
O75459	8712
Q9NYW2	50836
O95415	25798
Q8WWL2	84501
Q9Y6E7	23409
A2VDF0	282969
O95628	4850
Q86TP1	58497
P63261	71
P07108	1622
Q9NP86	56344
P50281	4323
P07738	669
O95478	10412
P35249	5984
O14545	10906
P20061	6947
Q9UL26	57403
Q9UN19	27071
P40425	5089
P16109	6403
Q969R2	23762
A8MUM7	148003
Q9C009	94234
Q99814	2034
Q96SR6	84911
P14780	4318
Q9P283	54437
Q08945	6749
P11473	7421
Q8WU66	54084
Q3B7T3	146227
Q9BUB4	23536
Q8N131	114908
P49959	4361
Q9NRF9	54107
Q8N9V2	339976
P98164	4036
Q8WWB7	112770
P46776	6157
Q9H6Y2	54853
P36941	4055
P55347	5316
Q96NI8	148268
O43716	283459
Q9H252	81033
Q92949	2302
Q96FX8	64065
P54819	204
P29120	5122
P59991	353323
Q16674	8190
Q9NS71	56287
P18615	7936
Q92845	22920
Q6YP21	56267
Q8NC54	56951
Q9UIL1	60592
Q9H446	51389
Q9C0D0	221692
Q15349	6196
Q9NRD1	26270
Q12874	10946
O60565	26585
P78426	4825
Q502W7	120935
Q9H3J6	91574
Q8NDQ6	163255
Q8N5H7	10044
O95983	53615
P53804	7267
Q9Y576	51665
Q5VT06	9857
P26718	100528032
P26718	22914
Q8N1G2	23070
Q6UXC1	158056
P49585	5130
Q8IWG1	126820
Q96PB8	116135
Q8ND04	55181
Q86WV6	340061
P30556	185
O95084	11098
Q2M1V0	91464
P09848	3938
Q9H425	84886
Q3T906	79158
Q7RTY8	344805
Q2VWP7	283659
Q15884	9413
P24557	6916
A6NCS6	257407
Q8IWA6	160777
A6NDP7	255275
Q5T655	159686
P10636	4137
O00189	9179
Q9C0H2	80727
Q9NRE1	56547
P52945	3651
Q96RA2	162998
Q6P5Q4	442721
P00558	5230
Q9BQ61	79002
Q9H8X2	64768
Q9Y4P8	26100
Q92629	6444
Q9Y5Y6	6768
O00411	5442
Q9UKW6	2001
Q8N966	283576
Q6L9T8	728833
O43482	11339
Q8WY98	56063
P20472	5816
Q92572	1176
Q13428	6949
Q08431	4240
Q9H8H2	64794
Q96RL7	23230
Q9Y5X9	9388
P21291	1465
P16870	1363
Q86WR0	55246
P05121	5054
Q9BZV2	80704
Q13950	860
O15503	3638
P58173	26212
Q14C86	26130
Q99435	4753
Q5HYA8	91147
P62875	5441
Q32P28	64175
Q9P2J3	55958
P16415	55552
P13765	3112
P22528	6699
Q9BXJ7	81693
P62829	9349
Q2M3G4	134549
Q9UII4	51191
Q2M243	148870
Q9H461	8325
Q8N302	55109
A6NI79	26112
P01111	4893
P24928	5430
Q7Z7L7	10444
Q9H7U1	54462
